%eval_id interface           x001           x002           x003           x004           x005           x006           x007           x008           x009           x010           x011           x012           x013           x014           x015           x016           x017           x018           x019           x020           x021           x022           x023           x024           x025           x026           x027           x028           x029           x030           x031           x032           x033           x034           x035           x036           x037           x038           x039           x040           x041           x042           x043           x044           x045           x046           x047           x048           x049           x050           x051           x052           x053           x054           x055           x056           x057           x058           x059           x060           y001           y002           y003           y004           y005           y006           y007           y008           y009           y010           y011           y012           y013           y014           y015           y016           y017           y018           y019           y020           y021           y022           y023           y024           y025           y026           y027           y028           y029           y030           y031           y032           y033           y034           y035           y036           y037           y038           y039           y040           y041           y042           y043           y044           y045           y046           y047           y048           y049           y050           y051           y052           y053           y054           y055           y056           y057           y058           y059           y060         obj_fn 
1            NO_ID         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001         0.0001    5912.821443 
2            NO_ID 0.0001001205267 0.0001010029542 9.932799828e-05 9.979419129e-05 9.979509307e-05 9.999353185e-05 0.0001018243929 9.937416458e-05 0.0001004888496 0.0001004934468 9.859401604e-05 9.853997338e-05 0.0001004577858 9.984830428e-05 9.841204196e-05 0.0001000911246 0.0001016998064 0.0001008067217 9.939459092e-05 0.0001008300144 0.0001017970699 9.905576999e-05 9.816570548e-05 9.978355994e-05 0.0001004421656 9.864585519e-05 9.830835988e-05 0.0001010007903 0.0001018470517 0.0001002735326  9.9278538e-05 0.0001008807738 0.0001018637335 9.958763253e-05 9.795407074e-05 9.875938153e-05 0.0001007995429  0.00010027753 9.842173336e-05 9.863929527e-05 9.964770782e-05 0.0001012310799 0.0001008099285 9.911247532e-05 0.000100481499 0.0001002615069 9.987005118e-05 9.941380014e-05 9.964576206e-05 0.000100240588 9.998641601e-05 9.966360477e-05 0.0001001133673 0.000100006984 9.982906635e-05 9.98689711e-05 9.998377451e-05 0.0001000318433 0.0001000177669 0.0001000015609 0.0001001789048 0.0001002705401 0.0001003015641 0.0001004836503 9.886106586e-05 0.0001000036841 9.986109859e-05 0.0001005222465 0.0001020910482 0.0001001794934 9.996845395e-05 0.000101343746 0.0001002790708 9.843716612e-05 9.876340808e-05 0.0001003223831 9.938305593e-05 9.826166408e-05 0.0001004588906 0.0001018311615 0.0001007128075 9.973553408e-05 0.0001012926966 0.0001017154521 9.88669455e-05 9.811907049e-05 9.966985324e-05 0.0001003742291 9.882246231e-05 9.829728958e-05 0.0001008081006 0.0001019537796 0.0001007246641 9.937143924e-05 0.0001005404888 0.0001019044381 0.000100472196 9.83117681e-05 9.793905956e-05 9.978186336e-05 0.0001019876476 0.0001003035353 9.847428927e-05 0.000100016307 0.0001024495178 9.974224921e-05 9.948888659e-05 0.0001002921841 0.0001007156961 0.0001003179269 0.0001007032931 0.0001004190052 0.000100044654 9.985191956e-05 9.979495964e-05 9.983804048e-05 0.0001001950514 0.0001000235344 0.000100003764 9.999577758e-05    5352.943735 
3            NO_ID 0.0001006026336 0.000105014771 9.663999142e-05 9.897095646e-05 9.897546535e-05 9.996765923e-05 0.0001091219645 9.687082289e-05 0.0001024442478 0.0001024672341 9.297008021e-05 9.269986689e-05 0.000102288929 9.92415214e-05 9.206020978e-05 0.0001004556231 0.0001084990318 0.0001040336087 9.697295462e-05 0.0001041500722 0.0001089853496 9.527884996e-05 9.082852741e-05 9.891779971e-05 0.000102210828 9.322927595e-05 9.154179939e-05 0.0001050039513 0.0001092352587 0.000101367663 9.639268998e-05 0.0001044038692 0.0001093186675 9.793816267e-05 8.977035368e-05 9.379690764e-05 0.0001039977143 0.0001013876501 9.210866679e-05 9.319647635e-05 9.823853911e-05 0.0001061553996 0.0001040496425 9.556237658e-05 0.0001024074952 0.0001013075344 9.935025591e-05 9.70690007e-05 9.82288103e-05 0.0001012029402 9.993208006e-05 9.831802387e-05 0.0001005668365 0.0001000349199 9.914533174e-05 9.934485548e-05 9.991887253e-05 0.0001001592166 0.0001000888347 0.0001000078047 0.0001008945242 0.0001013527007 0.0001015078205 0.0001024182517 9.43053293e-05 0.0001000184203 9.930549293e-05 0.0001026112325 0.0001104552411 0.0001008974668 9.984226975e-05 0.0001067187299 0.0001013953542 9.218583061e-05 9.381704039e-05 0.0001016119154 9.691527964e-05 9.130832039e-05 0.0001022944528 0.0001091558075 0.0001035640376 9.86776704e-05 0.000106463483 0.0001085772607 9.433472749e-05 9.059535247e-05 9.834926622e-05 0.0001018711454 9.411231157e-05 9.148644789e-05 0.0001040405032 0.0001097688978 0.0001036233206 9.68571962e-05 0.0001027024442 0.0001095221907  0.00010236098 9.155884052e-05 8.969529778e-05 9.890931682e-05 0.000109938238 0.0001015176764 9.237144636e-05 0.000100081535 0.000112247589 9.871124605e-05 9.744443297e-05 0.0001014609207 0.0001035784807 0.0001015896344 0.0001035164656 0.0001020950259 0.0001002232701 9.925959779e-05 9.89747982e-05 9.919020238e-05 0.0001009752571 0.0001001176721 0.0001000188202 9.997888788e-05    3741.539024 
4            NO_ID 0.000101134555 0.0001094411156 9.36742417e-05 9.80626595e-05 9.807114821e-05 9.993911328e-05 0.0001171735701 9.410881918e-05 0.0001046016908 0.0001046449663 8.676504167e-05 8.62563215e-05 0.0001043092782 9.857204164e-05 8.505206378e-05 0.0001008577839 0.0001160007987 0.0001075939193 9.430109863e-05 0.0001078131805 0.0001169163704 9.111167327e-05 8.273322298e-05 9.796258334e-05 0.0001041622405 8.725301949e-05 8.407607256e-05 0.0001094207457 0.0001173868647 0.0001025748463 9.320865683e-05 0.0001082909943 0.0001175438952 9.611825854e-05 8.074104018e-05 8.832167772e-05 0.0001075263422 0.0001026124752 8.514329191e-05 8.719126894e-05 9.668376565e-05 0.0001115885329 0.0001076241055 9.164545788e-05 0.0001045324982 0.0001024616445 9.877675191e-05 9.448192088e-05 9.666544959e-05 0.0001022647291 9.987212976e-05 9.683340855e-05 0.0001010671612 0.0001000657424 9.839094909e-05 9.876658473e-05 9.984726445e-05 0.0001002997509 0.0001001672456 0.0001000146937 0.0001016840862 0.0001025466773 0.0001028387153 0.0001045527491 8.927886354e-05 0.0001000346791 9.869247837e-05 0.0001049160665 0.0001196836784 0.0001016896261 9.970304736e-05 0.0001126490931 0.0001026269793 8.528856525e-05 8.835958088e-05 0.0001030346909 9.419251618e-05 8.363651068e-05 0.0001043196777 0.000117237285 0.0001067098759 9.751050117e-05 0.0001121685497 0.0001161480773 8.933421038e-05 8.229423353e-05 9.689222731e-05 0.0001035227331 8.891547651e-05 8.397186445e-05 0.0001076068993 0.0001183915263 0.0001068214858 9.408316473e-05 0.0001050877872 0.0001179270605 0.0001044449259 8.410815524e-05 8.059973534e-05 9.794661293e-05 0.0001187103366 0.0001028572706 8.563801686e-05 0.0001001535028 0.0001230580625 9.757371274e-05 9.518873271e-05 0.000102750419 0.0001067370674 0.0001029927433 0.000106620314 0.0001039442243 0.0001004203421 9.860607338e-05 9.806989219e-05 9.847542532e-05 0.0001018360788 0.0001002215368 0.000100035432 9.996025303e-05     3129.72808 
5            NO_ID 0.0001027366927 0.0001126287987 9.454574585e-05 9.450800421e-05 9.573383066e-05 0.0001006870612 0.0001218533451 9.674945887e-05 0.0001065976621 0.0001052994194 8.585262644e-05 8.343467812e-05 0.0001001530385 9.487791484e-05 8.137095165e-05 9.865900503e-05 0.0001156866317 0.0001092478137 9.801000989e-05 0.0001118136161 0.000120962889 9.263655153e-05 8.23456865e-05 9.612087913e-05 0.0001003828511 8.287677933e-05 8.006592583e-05 0.0001075840454 0.0001173710601 0.0001042867274 9.69831768e-05 0.0001124644371 0.0001215733958 9.820828205e-05 8.132099886e-05 8.759802615e-05 0.0001046148548 9.842846354e-05 8.008386567e-05 8.441428191e-05 9.627705164e-05 0.0001138809451 0.0001087402318 9.015132486e-05 0.000105953481 0.0001021355016 9.700984519e-05 9.448129937e-05 9.689039859e-05 0.0001022128747 9.979934069e-05 9.677061298e-05 0.000101203369 0.0001000717792 9.848942821e-05 9.880702802e-05 9.971301754e-05 0.0001000599231 0.0001000059085 9.998973636e-05 9.927098753e-05 0.0001045322652 0.0001056855093 0.0001062147934 8.760176926e-05 9.651423608e-05 9.762321451e-05 0.0001066426479 0.0001244519561 0.0001072309424 0.0001046286451 0.0001173829663 0.0001054144696 8.565961557e-05 8.59916609e-05 9.844195993e-05 8.942456531e-05 7.872891953e-05 0.0001016803257 0.0001170445218 0.0001087879228 0.0001019873813 0.0001172438245 0.0001210556309 9.12430762e-05 8.193335432e-05 9.464708265e-05 9.901402195e-05 8.394958304e-05 7.928780517e-05 0.0001051519747 0.0001180688537 0.0001085955299 9.83261805e-05 0.0001103356973 0.0001233151956 0.000107890024 8.551394313e-05 8.056050995e-05 9.476069813e-05 0.0001210313124 0.0001073216878 8.244014619e-05 9.449118007e-05 0.0001225847153 0.0001038098167 0.0001006192009 9.687789332e-05 9.835774641e-05 0.0001012314993 0.0001032437074 0.0001020591767 0.0001006975977 9.899549891e-05 9.673733256e-05 9.633978076e-05 0.0001031431036 0.0001004871151 0.0001001222517 9.993549387e-05    2684.892051 
6            NO_ID 0.0001039031854 0.0001149497035 9.518027512e-05 9.191991231e-05 9.403206435e-05 0.000101231631 0.0001252606199 9.867206955e-05 0.0001080508993 0.000105775917 8.518831042e-05 8.138028133e-05 9.712694193e-05 9.218827578e-05 7.869078839e-05 9.705810666e-05 0.0001154578914 0.0001104519898 0.0001007104133 0.000114726274 0.0001239090993 9.374679283e-05 8.206352693e-05 9.477996156e-05 9.763113354e-05 7.969050364e-05 7.714619735e-05 0.0001062467711 0.0001173595529 0.0001055331226 9.973134893e-05 0.000115503059 0.0001245072155 9.972999723e-05 8.174325819e-05 8.707114615e-05 0.0001024950439 9.538214658e-05 7.640017231e-05 8.239239876e-05 9.598092919e-05 0.0001155500164 0.0001095528669 8.906346872e-05 0.0001069880775 0.0001018980418 9.572338656e-05 9.448084686e-05 9.705418063e-05 0.0001021751203 9.974634404e-05 9.672489246e-05 0.0001013025399 0.0001000761745 9.85611294e-05 9.883647418e-05 9.961527436e-05 9.988530802e-05 9.988844137e-05 9.997156531e-05 9.751404609e-05 0.0001059779423 0.0001077582179 0.0001074249032 8.638070174e-05 9.395105362e-05 9.684469932e-05 0.0001078997462 0.0001279236686 0.0001112654928 0.0001082148999 0.0001208296292    0.000107444 8.592977182e-05 8.426761342e-05 9.509806048e-05 8.595309084e-05 7.515577505e-05 9.975865258e-05 0.0001169041737 0.0001103009181 0.0001052469314 0.000120939057 0.0001246287481 9.263289315e-05 8.167060352e-05 9.301242606e-05 9.573129613e-05 8.033398951e-05 7.587741095e-05 0.0001033645805 0.0001178339205 0.0001098871852 0.0001014154575 0.000114156623 0.0001272382169 0.000110398349 8.653747648e-05 8.053195052e-05 9.244108071e-05 0.0001227211806 0.0001105721638 8.011182389e-05 9.03685267e-05 0.0001222400782 0.0001083502317 0.0001045730444 9.260219429e-05 9.225688682e-05 9.99491636e-05 0.0001007852501 0.0001006867015 0.0001008994634 9.927903387e-05 9.576711562e-05 9.478484956e-05 0.000104094729 0.0001006804788 0.0001001854639 9.991746709e-05    2588.882152 
7            NO_ID 0.0001039032105 0.0001149497535 9.518028878e-05 9.19198566e-05 9.403202772e-05 0.0001012316427 0.0001252606933 9.867211093e-05 0.0001080509306 0.0001057759272 8.518829612e-05 8.138023711e-05 9.712687679e-05 9.218821789e-05 7.86907307e-05 9.70580722e-05 0.0001154578864 0.0001104520157 0.0001007104714 0.0001147263366 0.0001239091627 9.374681672e-05 8.206352086e-05 9.47799327e-05 9.763107431e-05 7.969043506e-05 7.714613451e-05 0.0001062467424 0.0001173595527 0.0001055331495 9.973140808e-05 0.0001155031244 0.0001245072786 9.973002998e-05 8.174326728e-05 8.707113481e-05 0.0001024949983 9.538208101e-05 7.640009302e-05 8.239235524e-05 9.598092281e-05 0.0001155500523 0.0001095528844 8.90634453e-05 0.0001069880998 0.0001018980367 9.572335887e-05 9.448084685e-05 9.705418415e-05 0.0001021751195 9.97463429e-05 9.672489148e-05 0.0001013025421 0.0001000761746 9.856113094e-05 9.883647482e-05 9.961527225e-05 9.988530426e-05 9.988843884e-05 9.997156492e-05 9.751400827e-05 0.0001059779734 0.0001077582625 0.0001074249293 8.638067545e-05 9.395099845e-05 9.684468257e-05 0.0001078997732 0.0001279237433 0.0001112655796 0.0001082149771 0.0001208297034 0.0001074440437 8.592977763e-05 8.426757631e-05 9.509798851e-05 8.595301612e-05 7.515569814e-05 9.975861122e-05 0.0001169041707 0.0001103009506 0.0001052470016 0.0001209391365 0.000124628825 9.263292306e-05 8.167059786e-05 9.301239087e-05 9.573122547e-05 8.033391168e-05 7.587733754e-05 0.0001033645421 0.0001178339155 0.000109887213 0.000101415524 0.0001141567053 0.0001272383014 0.000110398403 8.653749851e-05 8.053194991e-05 9.244103078e-05 0.000122721217 0.0001105722338 8.011177378e-05 9.036843796e-05 0.0001222400708 0.0001083503294 0.0001045731295 9.260210226e-05 9.22567555e-05  9.9949136e-05 0.0001007851972 0.0001006866719 0.0001008994678 9.927903998e-05 9.576709473e-05 9.478481609e-05 0.0001040947495 0.000100680483 0.0001001854652 9.99174667e-05    2588.882152 
8            NO_ID 0.0001079064709 0.0001177238184 9.552793473e-05 8.300490123e-05 9.355153953e-05 0.0001047702832 0.0001323800814 0.0001005144601 0.0001035744128 0.0001035100231 8.345978667e-05 7.401551484e-05 8.933445561e-05 9.085908028e-05 7.949589254e-05 9.570421078e-05 0.0001167380284 0.0001177175642 0.0001060797173 0.0001145281048 0.0001236969506 9.466659384e-05 7.856671839e-05 8.698023925e-05 9.454265066e-05 8.103835182e-05 7.744183337e-05 0.0001050054652 0.0001196167307 0.0001122463766 0.0001037677406 0.0001144273196 0.0001227495293 0.0001004430598 8.135433434e-05 8.25457263e-05 9.693465318e-05 9.398783305e-05 7.836987857e-05 8.480264016e-05 9.751379962e-05 0.0001127304322 0.0001065690014 9.154982195e-05 0.0001073658147 9.902364583e-05 9.17505574e-05 9.877188012e-05 0.0001002493677 0.0001000034191 9.968460683e-05 9.943603866e-05 0.0001006991896 0.0001001345286 0.0001001472235 9.990647123e-05 9.925455979e-05 9.886010593e-05 9.923711551e-05 9.988129272e-05 9.384230045e-05 0.000114144921 0.0001119044752 0.0001069383069 8.27033134e-05 8.754272732e-05 0.0001023080636 0.0001111771439 0.0001364438683 0.0001212394751 0.0001117686531 0.000120435526 0.0001079949817 8.430024329e-05   7.611014e-05 8.739089837e-05 8.433591944e-05 7.51448027e-05 9.882982252e-05 0.0001198695084 0.0001188057948 0.0001101214916 0.0001207403437 0.000124837983 9.304053441e-05 7.754477014e-05 8.509920306e-05 9.132492428e-05 8.09786663e-05 7.678561167e-05 0.0001027205325 0.0001199135555 0.0001165281587 0.0001067320752 0.0001146204871 0.0001254616506 0.0001102623083 8.674988336e-05 7.765911893e-05 8.732720216e-05 0.0001319230662 0.0001176016244 7.104958915e-05 8.275271339e-05 0.0001292070946 0.0001155887285 0.0001100037112 8.597490604e-05 8.358971866e-05 9.751937793e-05 9.516437159e-05 9.742177747e-05 0.0001011091921 9.972609501e-05 9.341148645e-05 9.115291687e-05 0.0001063863711 0.0001011292659 0.0001003191426 9.986740018e-05    2159.782547 
9            NO_ID 0.0001155905579 0.0001230485174 9.619522627e-05 6.589302599e-05 9.262926302e-05 0.0001115625521 0.0001460454422 0.0001040507704 9.498192852e-05 9.916071699e-05 8.014198677e-05 5.987924568e-05 7.43772367e-05 8.830785752e-05 8.104136622e-05 9.310553172e-05 0.000119195206 0.0001316634735 0.0001163857548 0.0001141476073 0.0001232896184 9.643206664e-05 7.185475575e-05 7.200906156e-05 8.861455368e-05 8.362562036e-05 7.800941469e-05 0.0001026228869 0.0001239492874 0.0001251321287 0.0001115153082 0.0001123623585 0.0001193756046 0.0001018116899 8.06077942e-05 7.385939837e-05 8.626180882e-05 9.131163377e-05 8.215079762e-05 8.942907889e-05 0.000100456091 0.000107318292 0.0001008415656 9.63223155e-05 0.0001080908224 9.350637567e-05 8.412493504e-05 0.0001070083348 0.0001063823859 9.583493332e-05 9.956610707e-05 0.0001046399696 9.954108044e-05 0.0001002465368 0.0001031916604 0.0001019602835 9.856218767e-05 9.689228161e-05 9.798692826e-05 9.970801909e-05 8.679461445e-05 0.0001298210273 0.0001198629529 0.000106004256 7.564477435e-05 7.52423252e-05 0.0001127947898 0.0001174679166 0.0001527978835 0.0001403839405 0.0001185897821 0.0001196789194 0.0001090524836 8.117242189e-05 6.04522902e-05 7.259746876e-05 8.123197157e-05 7.512388937e-05 9.704705235e-05 0.0001255613471 0.000135130479 0.0001194778666 0.0001203587696 0.0001252394527 9.382292694e-05 6.962542044e-05 6.991017777e-05 8.286721776e-05 8.221624518e-05 7.852900498e-05 0.0001014843838 0.0001239053354 0.0001292751697 0.0001169369676 0.0001155106966 0.0001220514456 0.0001100010803 8.715754698e-05 7.214484284e-05 7.751142701e-05 0.000149585622 0.0001310942388 5.365511368e-05 6.813465606e-05 0.0001425799986 0.0001294825258 0.0001204274803 7.325428657e-05 6.695371243e-05 9.285556134e-05 8.437543748e-05 9.115495233e-05 0.000101511749 0.000100584198 8.888999719e-05 8.418164176e-05 0.0001107850408 0.0001019906854 0.0001005757306 9.977129963e-05    1833.067129 
10           NO_ID 0.000115590611 0.0001230485542 9.619523088e-05 6.589290782e-05 9.262925665e-05 0.000111562599 0.0001460455366 0.0001040507948 9.498186918e-05 9.916068695e-05 8.014196386e-05 5.987914805e-05 7.43771334e-05 8.83078399e-05 8.104137689e-05 9.310551377e-05 0.000119195223 0.0001316635698 0.000116385826 0.0001141476047 0.0001232896156 9.643207883e-05 7.18547094e-05 7.200895817e-05 8.861451274e-05 8.362563823e-05 7.800941861e-05 0.0001026228704 0.0001239493173 0.0001251322177 0.0001115153617 0.0001123623442 0.0001193755813 0.0001018116994 8.060778904e-05 7.385933838e-05 8.626173511e-05 9.131161529e-05 8.215082374e-05 8.942911084e-05 0.0001004561114 0.0001073182546 0.0001008415261 9.632234846e-05 0.0001080908274 9.350633757e-05 8.412488237e-05 0.0001070083917 0.0001063824282 9.583490453e-05 9.956610625e-05 0.0001046400056 9.954107245e-05 0.0001002465375 0.0001031916814 0.0001019602977 9.856218289e-05 9.689226803e-05 9.798691963e-05 9.97080179e-05 8.679456578e-05 0.0001298211356 0.0001198630079 0.0001060042495 7.56447256e-05 7.524224025e-05 0.0001127948622  0.00011746796 0.0001527979964 0.0001403840727 0.0001185898292 0.0001196789142 0.0001090524909 8.117240029e-05 6.045218207e-05 7.25973666e-05 8.123195013e-05 7.512388922e-05 9.704704004e-05 0.0001255613864 0.0001351305918 0.0001194779312 0.0001203587669 0.0001252394555 9.382293234e-05 6.962536575e-05 6.991007287e-05 8.286715935e-05 8.221625372e-05 7.852901702e-05 0.0001014843753 0.000123905363 0.0001292752577 0.0001169370381 0.0001155107027 0.0001220514221 0.0001100010785 8.71575498e-05 7.214480475e-05 7.751135923e-05 0.0001495857439 0.000131094332 5.365499355e-05 6.81345551e-05 0.0001425800909 0.0001294826218 0.0001204275523 7.325419872e-05 6.695359754e-05 9.285552913e-05 8.437536297e-05 9.115490905e-05 0.0001015117517 0.0001005842039 8.888996596e-05 8.418159362e-05 0.0001107850712 0.0001019906913 0.0001005757323 9.977129897e-05    1833.067129 
