name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
FE_SCS1:TMP_D0707,PORT,0.0,70.7318949964,0.15,0.15,SCS1,TMP_M,FE,NONE,TMP,"turbo pump, 700 l/s"
DRIFT,DRIFT,0.11975,70.7917699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_48
FE_SCS1:DCHV_D0709,COR,0.1905,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCHV,corrector magnet & bellow
FE_SCS1:DCH_D0709,HCOR,0.0,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCH,horiz. corrector magnet
FE_SCS1:DCV_D0709,VCOR,0.0,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCV,vert. corrector magnet
DRIFT,DRIFT,0.13975,71.1120199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_51
FE_SCS1:DH_D0717,BEND,1.0,71.6818949964,0.15,0.12,SCS1,BEND_D5,FE,D0717,DH,"dipole-90deg, D5-1"
FE_SCS1:TMP_D0717,PORT,0.0,72.1818949964,0.15,0.12,SCS1,TMP_M,FE,NONE,TMP,"turbo pump, 700 l/s"
DRIFT,DRIFT,0.06705,72.2154199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_56
FE_SCS1:DCHV_D0723,COR,0.1905,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCHV,corrector magnet & bellow
FE_SCS1:DCH_D0723,HCOR,0.0,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCH,horiz. corrector magnet
FE_SCS1:DCV_D0723,VCOR,0.0,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCV,vert. corrector magnet
DRIFT,DRIFT,0.09245,72.4856699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_58
FE_SCS1:QHE_D0726,EQUAD,0.2,72.6318949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0726,QE,ES_quad_X
DRIFT,DRIFT,0.135,72.7993949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_60
FE_SCS1:QVE_D0730,EQUAD,0.2,72.9668949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0730,QE,ES_quad_Y
DRIFT,DRIFT,0.135,73.1343949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_62
FE_SCS1:QHE_D0733,EQUAD,0.2,73.3018949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0733,QE,ES_quad_X
DRIFT,DRIFT,0.22821198,73.5160009864,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+box
DRIFT,DRIFT,0.0,73.6301069764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,four jaw collimator
DRIFT,DRIFT,0.021,73.6406069764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_66
FE_SCS1:TMP_D0737,PORT,0.0,73.6511069764,0.15,0.15,SCS1,TMP_M,FE,NONE,TMP,"turbo pump, 700 l/s"
DRIFT,DRIFT,0.11811,73.7101619764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,box
FE_SCS1:FC_D0738,FC,0.0,73.7692169764,0.15,0.15,SCS1,FC2,FE,NONE,FC,Faraday cup
DRIFT,DRIFT,0.18034,73.8593869764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_70
FE_SCS1:VD_D0739,VD,0.0,73.9495569764,0.15,0.15,SCS1,V1,FE,NONE,VD,viewer
FE_SCS1:EMS_D0739,EMS,0.0,73.9495569764,0.15,0.15,SCS1,EM1,FE,NONE,EMS,emittance scanner (x & y)
DRIFT,DRIFT,0.21233802,74.0557259864,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+box
FE_SCS1:QHE_D0743,EQUAD,0.2,74.2618949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0743,QE,ES_quad_X
DRIFT,DRIFT,0.135,74.4293949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_75
FE_SCS1:QVE_D0746,EQUAD,0.2,74.5968949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0746,QE,ES_quad_Y
DRIFT,DRIFT,0.135,74.7643949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_77
FE_SCS1:QHE_D0749,EQUAD,0.2,74.9318949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0749,QE,ES_quad_X
DRIFT,DRIFT,0.149594,75.1066919964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow
FE_SCS1:GV_D0752,VALVE,0.080264,75.2216209964,0.15,0.15,SCS1,NONE,FE,NONE,GV,gate valve
DRIFT,DRIFT,0.120142,75.3218239964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_81
FE_LEBT:DH_D0759,BEND,1.0,75.8818949964,0.15,0.12,LEBT,BEND_D5,FE,D0759,DH,"dipole-90deg, D5-2"
DRIFT,DRIFT,0.225,76.4943949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_83
FE_LEBT:QVE_D0767,EQUAD,0.2,76.7068949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0767,QE,ES_quad_Y
DRIFT,DRIFT,0.135,76.8743949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_85
FE_LEBT:QHE_D0770,EQUAD,0.2,77.0418949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0770,QE,ES_quad_X
DRIFT,DRIFT,0.10225,77.1930199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_87
FE_LEBT:DCHV_D0773,COR,0.1905,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0773,HCOR,0.0,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0773,VCOR,0.0,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCV,vert. corrector magnet
DRIFT,DRIFT,0.10225,77.4857699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_90
FE_LEBT:QHE_D0776,EQUAD,0.2,77.6368949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0776,QE,ES_quad_X
DRIFT,DRIFT,0.135,77.8043949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_92
FE_LEBT:QVE_D0780,EQUAD,0.2,77.9718949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0780,QE,ES_quad_Y
DRIFT,DRIFT,0.191585,78.1676874964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_94
FE_LEBT:PM_D0783,PM,0.0,78.2634799964,0.15,0.15,LEBT,PM1,FE,D0783,PM,profile monitor (large fork)
FE_LEBT:TMP_D0783,PORT,0.0,78.2634799964,0.15,0.15,LEBT,TMP_M,FE,NONE,TMP,"pump, 700 l/s"
DRIFT,DRIFT,0.218415,78.3726874964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_97
FE_LEBT:SOLR_D0787,SOL,0.4,78.6818949964,0.15,0.15,LEBT,SOL_S4,FE,D0787,SOLR,solenoid
DRIFT,DRIFT,0.0254,78.8945949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_99
FE_LEBT:DCHV_D0790,COR,0.1905,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0790,HCOR,0.0,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0790,VCOR,0.0,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCV,vert. corrector magnet
